split,policy,delta_P_eng_on_bound_kw,delta_SOC_ref_bound,bound_policy,episodes,episode_reward_mean,episode_reward_std,fuel_kg_mean,fuel_kg_std,SOC_corrected_fuel_kg_mean,SOC_corrected_fuel_kg_std,final_SOC_error_mean,final_SOC_error_std,abs_final_SOC_error_mean,abs_final_SOC_error_std,SOC_RMSE_mean,SOC_RMSE_std,engine_switch_count_mean,engine_switch_count_std,battery_energy_throughput_kWh_mean,battery_energy_throughput_kWh_std,constraint_violation_steps_mean,constraint_violation_steps_std,authority_norm,SOC_RMSE_reduction_pct_vs_baseline,abs_final_SOC_error_reduction_pct_vs_baseline,primary_reduction_score,constraint_delta_vs_baseline,constraint_delta_vs_current_bound,SOC_corrected_fuel_degradation_pct_vs_baseline,engine_switch_increase_pct_vs_baseline,gap_to_full_dp_SOC_RMSE,capture_to_full_dp_SOC_RMSE_pct,current_bound,constraint_guardrail_pass,fuel_guardrail_pass,engine_switch_guardrail_pass,primary_improves_baseline,selection_feasible,pareto_efficient,selection_label
heldout_evaluation,bounded_offset_dp_bound_sweep,1.0,0.005,bounded_offset_dp_p1_soc0.005,16,-23.10870009446579,26.548402941430247,0.1392690758587468,0.08567415754015885,0.1479656083088834,0.08545483420465613,-0.05385408243195711,0.04024475372666709,0.057644532059349135,0.03459783693768709,0.06833533335636474,0.024356248585005985,11.75,7.644442425710328,0.35162081840133774,0.14897932903526442,2.125,3.179524335494226,0.19642857142857142,3.905608707338874,0.671692589231729,2.2886506482853015,-0.1875,0.4375,-0.2511996200585012,-2.5906735751295336,0.04021582962429328,6.460053190202346,False,False,True,True,True,False,True,
heldout_evaluation,bounded_offset_dp_bound_sweep,1.0,0.01,bounded_offset_dp_p1_soc0.01,16,-22.603449757452278,25.98951258771496,0.13939528980649502,0.08580686325349018,0.14800604864182887,0.0854918922805504,-0.053322921380289476,0.03991873790541158,0.05709986613690196,0.03429934208752921,0.06816302840554006,0.024255967089999667,11.75,7.644442425710328,0.35210382602766965,0.14924122083518376,2.0625,3.1118473211261506,0.3214285714285714,4.1479070697374745,1.6102160232549598,2.8790615464962173,-0.25,0.375,-0.22393737483556975,-2.5906735751295336,0.0400435246734686,6.860825624484527,False,False,True,True,True,False,True,
heldout_evaluation,bounded_offset_dp_bound_sweep,1.0,0.015,bounded_offset_dp_p1_soc0.015,16,-22.548105235974703,25.978395823470688,0.13983391011951074,0.08589499345852084,0.1481488723676146,0.08560263687793677,-0.05149117362529504,0.04010806704255254,0.05504331855514395,0.035074650185527356,0.0674458572023631,0.02406274536219489,11.75,7.644442425710328,0.3535837585467104,0.14952159242950697,2.0625,3.1118473211261506,0.4464285714285714,5.15640628730216,5.153889345044052,5.155147816173106,-0.25,0.375,-0.12765489760491777,-2.5906735751295336,0.03932635347029163,8.528928876995028,False,False,True,True,True,False,True,
heldout_evaluation,bounded_offset_dp_bound_sweep,1.0,0.02,bounded_offset_dp_p1_soc0.02,16,-21.913748624328043,25.963152501702222,0.14108623990389307,0.08627777011600798,0.1484919930770905,0.08586219020404447,-0.045860812242911456,0.04064408180945739,0.04931070208392323,0.03638145332039405,0.06563338976741295,0.02332869772440394,11.75,7.644442425710328,0.355986633438442,0.1522210366252149,2.0,3.122498999199199,0.5714285714285714,7.705131029611227,15.03186164838753,11.368496338999378,-0.3125,0.3125,0.10365479352470897,-2.5906735751295336,0.03751388603534149,12.744634708345416,False,False,True,True,True,False,True,
heldout_evaluation,bounded_offset_dp_bound_sweep,2.0,0.005,bounded_offset_dp_p2_soc0.005,16,-22.6462733921381,26.793219314008066,0.13933519708619949,0.08608764148003403,0.1478061680037844,0.08569185220195993,-0.0524572717563036,0.0416949434850617,0.0568219712962061,0.03551756256206648,0.06885259985617119,0.023046527850879652,11.5,7.729812416870153,0.3497036031044086,0.14776178042202734,2.0625,3.2106998847603307,0.26785714285714285,3.1782191272548777,2.089061512643023,2.6336403199489506,-0.25,0.375,-0.35868391554854145,-4.66321243523316,0.04073309612409973,5.256917973786039,False,False,True,True,True,False,True,
heldout_evaluation,bounded_offset_dp_bound_sweep,2.0,0.01,bounded_offset_dp_p2_soc0.01,16,-22.1422460288662,26.227610401105167,0.13942217931680856,0.08622466134150922,0.1478414023294609,0.08573647603015393,-0.052136818063535983,0.04130869646158234,0.05627849183272203,0.03545966099922047,0.06873484040995853,0.022997376911864518,11.5,7.729812416870153,0.3502436447822414,0.14804710389817144,2.0,3.142451272494134,0.39285714285714285,3.343814606884046,3.02554053835193,3.1846775726179883,-0.3125,0.3125,-0.33493122221259347,-4.66321243523316,0.04061533667788707,5.530820375849862,False,False,True,True,True,False,True,
heldout_evaluation,bounded_offset_dp_bound_sweep,2.0,0.015,bounded_offset_dp_p2_soc0.015,16,-22.09841223246978,26.207494793417748,0.13960101024422222,0.08643401468522142,0.14798664068169493,0.08585635570128958,-0.051928792931312556,0.04011901129881325,0.05587276058292416,0.03441466588157843,0.06798941236424773,0.02259154977410186,11.5,7.729812416870153,0.35330922515943286,0.147632094110379,2.0,3.142451272494134,0.5178571428571428,4.392049111448526,3.724663193464919,4.058356152456723,-0.3125,0.3125,-0.23702096069926115,-4.66321243523316,0.039869908632176265,7.264647587615239,False,False,True,True,True,False,True,
heldout_evaluation,bounded_offset_dp_bound_sweep,2.0,0.02,bounded_offset_dp_p2_soc0.02,16,-20.542806772915494,22.81296387544587,0.14081476850408278,0.08778909286373096,0.14888308483560908,0.08695164999685162,-0.04996379594930363,0.03933419641629708,0.05387829100305057,0.033774097648495184,0.06725350545689324,0.022483587329290265,11.375,7.606535019310698,0.3552834028108923,0.14729506688558494,1.8125,2.7207248574598646,0.6428571428571428,5.426894817717523,7.161368817983556,6.294131817850539,-0.5,0.125,0.36730344942909027,-5.699481865284974,0.039134001724821774,8.976329122324136,False,False,True,True,True,False,True,
heldout_evaluation,bounded_offset_dp_bound_sweep,3.0,0.005,bounded_offset_dp_p3_soc0.005,16,-19.586490166072583,21.70291771606343,0.1411413288647762,0.08897008907494204,0.14927311156607703,0.08829909380363053,-0.05035681732064797,0.04062116244299238,0.05455426442423048,0.03478103106603119,0.06815736674697224,0.021996155509023025,11.375,7.639330795298761,0.344330871488814,0.14165334847585018,1.6875,2.591301555203485,0.3392857142857143,4.155868597208833,5.996587122621046,5.0762278599149395,-0.625,0.0,0.6302341326124016,-5.699481865284974,0.04003786301490078,6.873994350487105,False,True,True,True,True,True,True,
heldout_evaluation,bounded_offset_dp_bound_sweep,3.0,0.01,bounded_offset_dp_p3_soc0.01,16,-19.538630878399665,21.727863264831612,0.1414768488950965,0.08901117089665958,0.1494392564780478,0.08827864407472029,-0.04930794621738704,0.04057814598372259,0.053410036806068754,0.03500324927813725,0.0674858326941015,0.022100133964289885,11.5,7.664854858377946,0.3433715871875541,0.14252462550078798,1.6875,2.591301555203485,0.4642857142857143,5.100192022198727,7.96822586344115,6.534208942819939,-0.625,0.0,0.7422382384835285,-4.66321243523316,0.03936632896203003,8.435947943719778,True,True,True,True,True,True,True,
heldout_evaluation,bounded_offset_dp_bound_sweep,3.0,0.015,bounded_offset_dp_p3_soc0.015,16,-19.5275871514282,22.97732690468267,0.1407616085086427,0.08725565626408228,0.14858367971937592,0.086690913340321,-0.048438900238318414,0.04103678754953829,0.05226024353716413,0.03604458259045316,0.06788766410666483,0.022842259739620657,11.25,7.327175444876422,0.3484192361648659,0.14559180998595675,1.6875,2.7549671050667737,0.5892857142857143,4.5351293657955525,9.949454874980464,7.242292120388008,-0.625,0.0,0.16546397123406092,-6.7357512953367875,0.03976816037459337,7.501308790211558,False,True,True,True,True,True,True,
heldout_evaluation,bounded_offset_dp_bound_sweep,3.0,0.02,bounded_offset_dp_p3_soc0.02,16,-18.949859388974282,22.057947218618196,0.14121196359800725,0.08763741109389997,0.14870978347537947,0.08686186414114008,-0.04643094383320871,0.04028848319001757,0.05029309338165057,0.035349670169599695,0.06662922742768965,0.0224953783858811,11.25,7.327175444876422,0.34962627802732404,0.1465234417893081,1.625,2.6427968139832467,0.7142857142857143,6.304765960905759,13.339085918716235,9.821925939810997,-0.6875,-0.0625,0.2504749310680574,-6.7357512953367875,0.038509723695618184,10.42836764028509,False,True,True,True,True,True,True,recommended;aggressive
heldout_evaluation,bounded_offset_dp_bound_sweep,5.0,0.005,bounded_offset_dp_p5_soc0.005,16,-19.086575072453588,21.828636524186656,0.14105970220610003,0.08862065810084159,0.14915215954965194,0.0879654474670187,-0.05011329140155106,0.041988032427044186,0.054639535313817364,0.035900668836128816,0.06900020666127996,0.021981583940502987,11.25,7.327175444876422,0.345798079550385,0.14506734671994573,1.625,2.6190408549696205,0.48214285714285715,2.970651747527444,5.8496553524861925,4.410153550006818,-0.6875,-0.0625,0.5486961409140058,-6.7357512953367875,0.04088070292920849,4.913592153390739,False,True,True,True,True,True,True,
heldout_evaluation,bounded_offset_dp_bound_sweep,5.0,0.01,bounded_offset_dp_p5_soc0.01,16,-19.08704741164303,21.826442283506776,0.14112560415224631,0.08871816377113785,0.14916749752066527,0.0879893723064996,-0.04980016930369078,0.04160765843550337,0.05416629640101244,0.035738864522525705,0.06894028795008293,0.02195419231782395,11.25,7.327175444876422,0.3461815478112641,0.14528803877521904,1.625,2.6190408549696205,0.6071428571428572,3.0549105313324767,6.665101649481528,4.860006090407002,-0.6875,-0.0625,0.5590360045237178,-6.7357512953367875,0.04082078421801147,5.052959987167704,False,True,True,True,True,True,True,
heldout_evaluation,bounded_offset_dp_bound_sweep,5.0,0.015,bounded_offset_dp_p5_soc0.015,16,-19.070036079553784,21.885966244452774,0.14154794356709638,0.0887898830531361,0.14935236561067247,0.08811511902462943,-0.04832960613651562,0.041341069494704286,0.05255146781223435,0.0358214752216655,0.06868118489716304,0.02180858997208434,11.25,7.327175444876422,0.35001348223788753,0.1468025477050125,1.625,2.6190408549696205,0.7321428571428572,3.419265966939461,9.447641202698932,6.433453584819197,-0.6875,-0.0625,0.6836620606559943,-6.7357512953367875,0.04056168116509158,5.655620332976953,False,True,True,True,True,True,False,
heldout_evaluation,bounded_offset_dp_bound_sweep,5.0,0.02,bounded_offset_dp_p5_soc0.02,16,-18.476752453093937,20.822167779715315,0.14182865930733118,0.08907182539720611,0.1494398140548983,0.08822078990095038,-0.0471327805108601,0.04117933797408439,0.0511079998525405,0.03612767949566514,0.06735187253003393,0.021498083813257282,11.25,7.327175444876422,0.3492305754110878,0.14594278605765185,1.5625,2.499218627891526,0.8571428571428572,5.2885692465609315,11.934906240958728,8.61173774375983,-0.75,-0.125,0.7426141205725832,-6.7357512953367875,0.039232368797962464,8.74753238045965,False,True,True,True,True,True,True,
heldout_evaluation,bounded_offset_dp_bound_sweep,7.0,0.005,bounded_offset_dp_p7_soc0.005,16,-19.181689964530364,21.83662889311853,0.14117664290962267,0.0885841632258418,0.14923158383240526,0.08795953973669263,-0.04988096749219417,0.04199135223774726,0.054407211404460476,0.03593382707007757,0.0700328685911101,0.02246329517215139,11.25,7.327175444876422,0.3506472689581728,0.1465145855304178,1.625,2.6190408549696205,0.625,1.518503719791362,6.249976768292183,3.8842402440417727,-0.6875,-0.0625,0.6022388324639371,-6.7357512953367875,0.04191336485903864,2.511673732429841,False,True,True,True,True,True,False,
heldout_evaluation,bounded_offset_dp_bound_sweep,7.0,0.01,bounded_offset_dp_p7_soc0.01,16,-19.186507878164228,21.841289472102513,0.14123267681177062,0.08865821485268602,0.14925210178160592,0.08799036093256432,-0.049661031665053854,0.04178207079815631,0.054027158762375516,0.03595866546862798,0.07004201639007959,0.022442972323012983,11.25,7.327175444876422,0.35106831196887545,0.14680730065376213,1.625,2.6190408549696205,0.75,1.5056399181463704,6.904852162656098,4.205246040401234,-0.6875,-0.0625,0.6160707008447975,-6.7357512953367875,0.04192251265800813,2.490396423543596,False,True,True,True,True,True,False,
heldout_evaluation,bounded_offset_dp_bound_sweep,7.0,0.015,bounded_offset_dp_p7_soc0.015,16,-18.63117259940369,20.882612486565503,0.1415509202559077,0.08879332530817073,0.14937117886548276,0.08808837809186618,-0.04842767553781299,0.042466067951738524,0.05268929714875946,0.037046520096320694,0.06932007078974275,0.022144188281473916,11.25,7.327175444876422,0.3526366854241447,0.14703262704066794,1.5625,2.499218627891526,0.875,2.5208529800187263,9.21014504791198,5.865499013965353,-0.75,-0.125,0.6963447348261378,-6.7357512953367875,0.04120056705767129,4.16960467775506,False,True,True,True,True,True,True,
heldout_evaluation,bounded_offset_dp_bound_sweep,7.0,0.02,bounded_offset_dp_p7_soc0.02,16,-18.579389108392277,20.862799660250797,0.14198256855714436,0.08882219071459674,0.14948167081031122,0.08817144197053144,-0.04643888506405537,0.042323294951505254,0.050940115873193165,0.036782277476664064,0.06869823801884486,0.021976227643804094,11.25,7.327175444876422,0.3533383913525826,0.14701457234013995,1.5625,2.499218627891526,1.0,3.3952855564085214,12.224190079585195,7.809737817996858,-0.75,-0.125,0.7708312258036729,-6.7357512953367875,0.0405787342867734,5.615955650936056,False,True,True,True,True,True,True,
