split,task_idx,task_key,stage,time_s,delta_P_eng_on_kw,delta_SOC_ref
heldout_evaluation,15,heldout_evaluation:015,4,40,0.0,0.0
heldout_evaluation,15,heldout_evaluation:015,5,50,-1.0,0.0
heldout_evaluation,15,heldout_evaluation:015,6,60,0.0,0.0
heldout_evaluation,15,heldout_evaluation:015,7,70,0.0,0.0
heldout_evaluation,15,heldout_evaluation:015,8,80,0.0,0.0
heldout_evaluation,15,heldout_evaluation:015,9,90,0.0,0.0
heldout_evaluation,15,heldout_evaluation:015,10,100,0.0,0.0
heldout_evaluation,15,heldout_evaluation:015,11,110,0.0,0.0
heldout_evaluation,15,heldout_evaluation:015,12,120,0.0,0.0
heldout_evaluation,15,heldout_evaluation:015,13,130,0.0,0.0
heldout_evaluation,15,heldout_evaluation:015,14,140,0.0,0.0
heldout_evaluation,15,heldout_evaluation:015,15,150,0.0,0.0
heldout_evaluation,15,heldout_evaluation:015,16,160,0.0,0.0
heldout_evaluation,15,heldout_evaluation:015,17,170,0.0,0.0
heldout_evaluation,15,heldout_evaluation:015,18,180,0.0,0.0
heldout_evaluation,15,heldout_evaluation:015,19,190,0.0,0.0
heldout_evaluation,15,heldout_evaluation:015,20,200,0.0,0.0
heldout_evaluation,15,heldout_evaluation:015,21,210,0.0,0.0
heldout_evaluation,15,heldout_evaluation:015,22,220,0.0,0.0
heldout_evaluation,15,heldout_evaluation:015,23,230,-3.0,0.0
meta_validation,0,meta_validation:000,0,0,0.0,0.0
meta_validation,0,meta_validation:000,1,10,0.0,0.0
meta_validation,0,meta_validation:000,2,20,0.0,0.0
meta_validation,0,meta_validation:000,3,30,0.0,0.0
meta_validation,0,meta_validation:000,4,40,0.0,0.0
meta_validation,0,meta_validation:000,5,50,0.0,0.0
meta_validation,0,meta_validation:000,6,60,0.0,0.0
meta_validation,0,meta_validation:000,7,70,0.0,0.0
meta_validation,0,meta_validation:000,8,80,0.0,0.0
meta_validation,0,meta_validation:000,9,90,0.0,0.0
meta_validation,0,meta_validation:000,10,100,0.0,0.0
meta_validation,0,meta_validation:000,11,110,0.0,0.0
meta_validation,0,meta_validation:000,12,120,0.0,0.0
meta_validation,0,meta_validation:000,13,130,0.0,0.0
meta_validation,0,meta_validation:000,14,140,0.0,0.0
meta_validation,0,meta_validation:000,15,150,0.0,0.0
meta_validation,0,meta_validation:000,16,160,0.0,0.0
meta_validation,0,meta_validation:000,17,170,0.0,0.0
meta_validation,0,meta_validation:000,18,180,0.0,0.0
meta_validation,0,meta_validation:000,19,190,0.0,0.0
meta_validation,0,meta_validation:000,20,200,0.0,0.0
meta_validation,0,meta_validation:000,21,210,0.0,0.0
meta_validation,0,meta_validation:000,22,220,0.0,0.0
meta_validation,0,meta_validation:000,23,230,0.0,0.0
meta_validation,1,meta_validation:001,0,0,0.0,0.0
meta_validation,1,meta_validation:001,1,10,0.0,0.0
meta_validation,1,meta_validation:001,2,20,0.0,0.0
meta_validation,1,meta_validation:001,3,30,0.0,0.0
meta_validation,1,meta_validation:001,4,40,1.0,0.0
meta_validation,1,meta_validation:001,5,50,0.0,0.0
meta_validation,1,meta_validation:001,6,60,0.0,0.0
meta_validation,1,meta_validation:001,7,70,0.0,0.0
meta_validation,1,meta_validation:001,8,80,0.0,0.0
meta_validation,1,meta_validation:001,9,90,0.0,0.0
meta_validation,1,meta_validation:001,10,100,0.0,0.0
meta_validation,1,meta_validation:001,11,110,0.0,0.0
meta_validation,1,meta_validation:001,12,120,0.0,0.0
meta_validation,1,meta_validation:001,13,130,0.0,0.0
meta_validation,1,meta_validation:001,14,140,0.0,0.0
meta_validation,1,meta_validation:001,15,150,0.0,0.0
meta_validation,1,meta_validation:001,16,160,0.0,0.0
meta_validation,1,meta_validation:001,17,170,0.0,0.0
meta_validation,1,meta_validation:001,18,180,0.0,0.0
meta_validation,1,meta_validation:001,19,190,0.0,0.0
meta_validation,1,meta_validation:001,20,200,0.0,0.0
meta_validation,1,meta_validation:001,21,210,1.0,0.0
meta_validation,1,meta_validation:001,22,220,0.0,0.005
meta_validation,1,meta_validation:001,23,230,0.0,0.0
meta_validation,2,meta_validation:002,0,0,0.0,0.0
meta_validation,2,meta_validation:002,1,10,0.0,0.0
meta_validation,2,meta_validation:002,2,20,0.0,0.0
meta_validation,2,meta_validation:002,3,30,0.0,0.0
meta_validation,2,meta_validation:002,4,40,0.0,0.0
meta_validation,2,meta_validation:002,5,50,0.0,0.0
meta_validation,2,meta_validation:002,6,60,0.0,0.0
meta_validation,2,meta_validation:002,7,70,0.0,0.0
meta_validation,2,meta_validation:002,8,80,0.0,0.0
meta_validation,2,meta_validation:002,9,90,0.0,0.0
meta_validation,2,meta_validation:002,10,100,0.0,0.0
meta_validation,2,meta_validation:002,11,110,0.0,0.0
meta_validation,2,meta_validation:002,12,120,0.0,0.0
meta_validation,2,meta_validation:002,13,130,0.0,0.0
meta_validation,2,meta_validation:002,14,140,1.0,0.0
meta_validation,2,meta_validation:002,15,150,0.0,0.0
meta_validation,2,meta_validation:002,16,160,0.0,0.0
meta_validation,2,meta_validation:002,17,170,0.0,0.0
meta_validation,2,meta_validation:002,18,180,0.0,0.0
meta_validation,2,meta_validation:002,19,190,0.0,0.0
meta_validation,2,meta_validation:002,20,200,0.0,0.0
meta_validation,2,meta_validation:002,21,210,2.0,0.0
meta_validation,2,meta_validation:002,22,220,0.0,0.005
meta_validation,2,meta_validation:002,23,230,0.0,0.01
meta_validation,3,meta_validation:003,0,0,2.0,0.0
meta_validation,3,meta_validation:003,1,10,0.0,0.0
meta_validation,3,meta_validation:003,2,20,0.0,0.0
meta_validation,3,meta_validation:003,3,30,0.0,0.0
meta_validation,3,meta_validation:003,4,40,0.0,0.0
meta_validation,3,meta_validation:003,5,50,0.0,0.0
meta_validation,3,meta_validation:003,6,60,0.0,0.0
meta_validation,3,meta_validation:003,7,70,0.0,0.0
meta_validation,3,meta_validation:003,8,80,0.0,0.0
meta_validation,3,meta_validation:003,9,90,0.0,0.0
meta_validation,3,meta_validation:003,10,100,0.0,0.0
meta_validation,3,meta_validation:003,11,110,0.0,0.0
meta_validation,3,meta_validation:003,12,120,0.0,0.0
meta_validation,3,meta_validation:003,13,130,0.0,0.0
meta_validation,3,meta_validation:003,14,140,-1.0,0.0
meta_validation,3,meta_validation:003,15,150,-3.0,0.0
meta_validation,3,meta_validation:003,16,160,0.0,0.0
meta_validation,3,meta_validation:003,17,170,0.0,0.0
meta_validation,3,meta_validation:003,18,180,0.0,0.0
meta_validation,3,meta_validation:003,19,190,0.0,0.0
meta_validation,3,meta_validation:003,20,200,0.0,0.0
meta_validation,3,meta_validation:003,21,210,0.0,0.0
meta_validation,3,meta_validation:003,22,220,0.0,0.0
meta_validation,3,meta_validation:003,23,230,0.0,0.0
meta_validation,4,meta_validation:004,0,0,0.0,0.0
meta_validation,4,meta_validation:004,1,10,0.0,0.0
meta_validation,4,meta_validation:004,2,20,0.0,0.0
meta_validation,4,meta_validation:004,3,30,0.0,0.0
meta_validation,4,meta_validation:004,4,40,0.0,0.0
meta_validation,4,meta_validation:004,5,50,0.0,0.0
meta_validation,4,meta_validation:004,6,60,0.0,0.0
meta_validation,4,meta_validation:004,7,70,0.0,0.0
meta_validation,4,meta_validation:004,8,80,0.0,0.0
meta_validation,4,meta_validation:004,9,90,0.0,0.0
meta_validation,4,meta_validation:004,10,100,0.0,0.0
meta_validation,4,meta_validation:004,11,110,0.0,0.0
meta_validation,4,meta_validation:004,12,120,0.0,0.0
meta_validation,4,meta_validation:004,13,130,0.0,0.0
meta_validation,4,meta_validation:004,14,140,0.0,0.0
meta_validation,4,meta_validation:004,15,150,2.0,0.0
meta_validation,4,meta_validation:004,16,160,0.0,0.0
meta_validation,4,meta_validation:004,17,170,0.0,0.0
meta_validation,4,meta_validation:004,18,180,0.0,0.0
meta_validation,4,meta_validation:004,19,190,0.0,0.0
meta_validation,4,meta_validation:004,20,200,0.0,0.0
meta_validation,4,meta_validation:004,21,210,0.0,0.0
meta_validation,4,meta_validation:004,22,220,0.0,0.005
meta_validation,4,meta_validation:004,23,230,0.0,0.01
meta_validation,5,meta_validation:005,0,0,3.0,0.0
meta_validation,5,meta_validation:005,1,10,0.0,0.0
meta_validation,5,meta_validation:005,2,20,0.0,0.0
meta_validation,5,meta_validation:005,3,30,0.0,0.0
meta_validation,5,meta_validation:005,4,40,0.0,0.0
meta_validation,5,meta_validation:005,5,50,0.0,0.0
meta_validation,5,meta_validation:005,6,60,0.0,0.0
meta_validation,5,meta_validation:005,7,70,0.0,0.0
meta_validation,5,meta_validation:005,8,80,0.0,0.0
meta_validation,5,meta_validation:005,9,90,0.0,0.0
meta_validation,5,meta_validation:005,10,100,0.0,0.0
meta_validation,5,meta_validation:005,11,110,0.0,0.0
meta_validation,5,meta_validation:005,12,120,0.0,0.0
meta_validation,5,meta_validation:005,13,130,0.0,0.0
meta_validation,5,meta_validation:005,14,140,-3.0,0.0
meta_validation,5,meta_validation:005,15,150,0.0,0.0
meta_validation,5,meta_validation:005,16,160,0.0,0.0
meta_validation,5,meta_validation:005,17,170,0.0,0.0
meta_validation,5,meta_validation:005,18,180,2.0,0.0
meta_validation,5,meta_validation:005,19,190,0.0,0.0
meta_validation,5,meta_validation:005,20,200,0.0,0.0
meta_validation,5,meta_validation:005,21,210,1.0,0.0
meta_validation,5,meta_validation:005,22,220,0.0,0.0
meta_validation,5,meta_validation:005,23,230,0.0,0.0
meta_validation,6,meta_validation:006,0,0,0.0,0.0
meta_validation,6,meta_validation:006,1,10,0.0,0.0
meta_validation,6,meta_validation:006,2,20,0.0,0.0
meta_validation,6,meta_validation:006,3,30,0.0,0.0
meta_validation,6,meta_validation:006,4,40,0.0,0.0
meta_validation,6,meta_validation:006,5,50,0.0,0.0
meta_validation,6,meta_validation:006,6,60,0.0,0.0
meta_validation,6,meta_validation:006,7,70,0.0,0.0
meta_validation,6,meta_validation:006,8,80,1.0,0.0
meta_validation,6,meta_validation:006,9,90,0.0,0.0
meta_validation,6,meta_validation:006,10,100,0.0,0.0
meta_validation,6,meta_validation:006,11,110,-1.0,0.0
meta_validation,6,meta_validation:006,12,120,0.0,0.0
meta_validation,6,meta_validation:006,13,130,0.0,0.0
meta_validation,6,meta_validation:006,14,140,0.0,0.0
meta_validation,6,meta_validation:006,15,150,0.0,0.0
meta_validation,6,meta_validation:006,16,160,0.0,0.0
meta_validation,6,meta_validation:006,17,170,0.0,0.0
meta_validation,6,meta_validation:006,18,180,0.0,0.0
meta_validation,6,meta_validation:006,19,190,0.0,0.0
meta_validation,6,meta_validation:006,20,200,-3.0,0.0
meta_validation,6,meta_validation:006,21,210,0.0,0.0
meta_validation,6,meta_validation:006,22,220,0.0,0.0
meta_validation,6,meta_validation:006,23,230,-3.0,0.0
meta_validation,7,meta_validation:007,0,0,0.0,0.0
meta_validation,7,meta_validation:007,1,10,0.0,0.0
meta_validation,7,meta_validation:007,2,20,0.0,0.0
meta_validation,7,meta_validation:007,3,30,0.0,0.0
meta_validation,7,meta_validation:007,4,40,0.0,0.0
meta_validation,7,meta_validation:007,5,50,0.0,0.0
meta_validation,7,meta_validation:007,6,60,3.0,0.0
meta_validation,7,meta_validation:007,7,70,0.0,0.0
meta_validation,7,meta_validation:007,8,80,0.0,0.0
meta_validation,7,meta_validation:007,9,90,0.0,0.0
meta_validation,7,meta_validation:007,10,100,0.0,0.0
meta_validation,7,meta_validation:007,11,110,0.0,0.0
meta_validation,7,meta_validation:007,12,120,-1.0,0.0
meta_validation,7,meta_validation:007,13,130,0.0,0.0
meta_validation,7,meta_validation:007,14,140,2.0,0.0
meta_validation,7,meta_validation:007,15,150,0.0,0.0
meta_validation,7,meta_validation:007,16,160,0.0,0.0
meta_validation,7,meta_validation:007,17,170,0.0,0.0
meta_validation,7,meta_validation:007,18,180,0.0,0.0
meta_validation,7,meta_validation:007,19,190,0.0,0.0
meta_validation,7,meta_validation:007,20,200,0.0,0.0
meta_validation,7,meta_validation:007,21,210,0.0,0.0
meta_validation,7,meta_validation:007,22,220,0.0,0.0
meta_validation,7,meta_validation:007,23,230,0.0,0.0
meta_validation,8,meta_validation:008,0,0,0.0,0.0
meta_validation,8,meta_validation:008,1,10,0.0,0.0
meta_validation,8,meta_validation:008,2,20,0.0,0.0
meta_validation,8,meta_validation:008,3,30,0.0,0.0
meta_validation,8,meta_validation:008,4,40,0.0,0.0
meta_validation,8,meta_validation:008,5,50,0.0,0.0
meta_validation,8,meta_validation:008,6,60,0.0,0.0
meta_validation,8,meta_validation:008,7,70,-1.0,0.0
meta_validation,8,meta_validation:008,8,80,0.0,0.0
meta_validation,8,meta_validation:008,9,90,0.0,0.0
meta_validation,8,meta_validation:008,10,100,0.0,0.0
meta_validation,8,meta_validation:008,11,110,0.0,0.0
meta_validation,8,meta_validation:008,12,120,0.0,0.0
meta_validation,8,meta_validation:008,13,130,0.0,0.0
meta_validation,8,meta_validation:008,14,140,0.0,0.0
meta_validation,8,meta_validation:008,15,150,-1.0,0.0
meta_validation,8,meta_validation:008,16,160,-2.0,0.0
meta_validation,8,meta_validation:008,17,170,0.0,0.0
meta_validation,8,meta_validation:008,18,180,0.0,0.0
meta_validation,8,meta_validation:008,19,190,0.0,0.0
meta_validation,8,meta_validation:008,20,200,1.0,0.0
meta_validation,8,meta_validation:008,21,210,0.0,0.0
meta_validation,8,meta_validation:008,22,220,0.0,0.0
meta_validation,8,meta_validation:008,23,230,0.0,0.0
meta_validation,9,meta_validation:009,0,0,0.0,0.0
meta_validation,9,meta_validation:009,1,10,0.0,0.0
meta_validation,9,meta_validation:009,2,20,0.0,0.0
meta_validation,9,meta_validation:009,3,30,0.0,0.0
meta_validation,9,meta_validation:009,4,40,0.0,0.0
meta_validation,9,meta_validation:009,5,50,-2.0,0.0
meta_validation,9,meta_validation:009,6,60,0.0,0.0
meta_validation,9,meta_validation:009,7,70,0.0,0.0
meta_validation,9,meta_validation:009,8,80,0.0,0.0
meta_validation,9,meta_validation:009,9,90,0.0,0.0
meta_validation,9,meta_validation:009,10,100,0.0,0.0
meta_validation,9,meta_validation:009,11,110,0.0,0.0
meta_validation,9,meta_validation:009,12,120,0.0,0.0
meta_validation,9,meta_validation:009,13,130,0.0,0.0
meta_validation,9,meta_validation:009,14,140,-2.0,0.0
meta_validation,9,meta_validation:009,15,150,0.0,0.0
meta_validation,9,meta_validation:009,16,160,0.0,0.0
meta_validation,9,meta_validation:009,17,170,0.0,0.0
meta_validation,9,meta_validation:009,18,180,0.0,0.0
meta_validation,9,meta_validation:009,19,190,0.0,0.0
meta_validation,9,meta_validation:009,20,200,0.0,0.0
meta_validation,9,meta_validation:009,21,210,0.0,0.0
meta_validation,9,meta_validation:009,22,220,0.0,0.0
meta_validation,9,meta_validation:009,23,230,0.0,0.0
meta_validation,10,meta_validation:010,0,0,0.0,0.0
meta_validation,10,meta_validation:010,1,10,0.0,0.0
meta_validation,10,meta_validation:010,2,20,0.0,0.0
meta_validation,10,meta_validation:010,3,30,0.0,0.0
meta_validation,10,meta_validation:010,4,40,0.0,0.0
meta_validation,10,meta_validation:010,5,50,1.0,0.0
meta_validation,10,meta_validation:010,6,60,0.0,0.0
meta_validation,10,meta_validation:010,7,70,0.0,0.0
meta_validation,10,meta_validation:010,8,80,0.0,0.0
meta_validation,10,meta_validation:010,9,90,0.0,0.0
meta_validation,10,meta_validation:010,10,100,0.0,0.0
meta_validation,10,meta_validation:010,11,110,0.0,0.0
meta_validation,10,meta_validation:010,12,120,0.0,0.0
meta_validation,10,meta_validation:010,13,130,0.0,0.0
meta_validation,10,meta_validation:010,14,140,1.0,0.0
meta_validation,10,meta_validation:010,15,150,0.0,0.0
meta_validation,10,meta_validation:010,16,160,0.0,0.0
meta_validation,10,meta_validation:010,17,170,0.0,0.0
meta_validation,10,meta_validation:010,18,180,0.0,0.0
meta_validation,10,meta_validation:010,19,190,0.0,0.0
meta_validation,10,meta_validation:010,20,200,2.0,0.0
meta_validation,10,meta_validation:010,21,210,0.0,0.0
meta_validation,10,meta_validation:010,22,220,-1.0,0.0
meta_validation,10,meta_validation:010,23,230,-2.0,0.0
meta_validation,11,meta_validation:011,0,0,0.0,0.0
meta_validation,11,meta_validation:011,1,10,0.0,0.0
meta_validation,11,meta_validation:011,2,20,0.0,0.0
meta_validation,11,meta_validation:011,3,30,0.0,0.0
meta_validation,11,meta_validation:011,4,40,0.0,0.0
meta_validation,11,meta_validation:011,5,50,0.0,0.0
meta_validation,11,meta_validation:011,6,60,0.0,0.0
meta_validation,11,meta_validation:011,7,70,0.0,0.0
meta_validation,11,meta_validation:011,8,80,0.0,0.0
meta_validation,11,meta_validation:011,9,90,3.0,0.0
meta_validation,11,meta_validation:011,10,100,0.0,0.0
meta_validation,11,meta_validation:011,11,110,0.0,0.0
meta_validation,11,meta_validation:011,12,120,0.0,0.0
meta_validation,11,meta_validation:011,13,130,0.0,0.0
meta_validation,11,meta_validation:011,14,140,0.0,0.005
meta_validation,11,meta_validation:011,15,150,0.0,0.0
meta_validation,11,meta_validation:011,16,160,0.0,0.0
meta_validation,11,meta_validation:011,17,170,0.0,0.0
meta_validation,11,meta_validation:011,18,180,0.0,0.0
meta_validation,11,meta_validation:011,19,190,0.0,0.0
meta_validation,11,meta_validation:011,20,200,0.0,0.0
meta_validation,11,meta_validation:011,21,210,0.0,0.0
meta_validation,11,meta_validation:011,22,220,0.0,0.0
meta_validation,11,meta_validation:011,23,230,0.0,0.0
meta_validation,12,meta_validation:012,0,0,0.0,0.0
meta_validation,12,meta_validation:012,1,10,0.0,0.0
meta_validation,12,meta_validation:012,2,20,3.0,0.0
meta_validation,12,meta_validation:012,3,30,0.0,0.0
meta_validation,12,meta_validation:012,4,40,3.0,0.0
meta_validation,12,meta_validation:012,5,50,0.0,0.0
meta_validation,12,meta_validation:012,6,60,0.0,0.0
meta_validation,12,meta_validation:012,7,70,0.0,0.0
meta_validation,12,meta_validation:012,8,80,0.0,0.0
meta_validation,12,meta_validation:012,9,90,0.0,0.0
meta_validation,12,meta_validation:012,10,100,-3.0,0.0
meta_validation,12,meta_validation:012,11,110,0.0,0.0
meta_validation,12,meta_validation:012,12,120,0.0,0.0
meta_validation,12,meta_validation:012,13,130,0.0,0.0
meta_validation,12,meta_validation:012,14,140,3.0,0.0
meta_validation,12,meta_validation:012,15,150,0.0,0.0
meta_validation,12,meta_validation:012,16,160,0.0,0.005
meta_validation,12,meta_validation:012,17,170,0.0,0.0
meta_validation,12,meta_validation:012,18,180,0.0,0.0
meta_validation,12,meta_validation:012,19,190,-1.0,0.0
meta_validation,12,meta_validation:012,20,200,-3.0,0.0
meta_validation,12,meta_validation:012,21,210,0.0,0.0
meta_validation,12,meta_validation:012,22,220,0.0,0.0
meta_validation,12,meta_validation:012,23,230,0.0,0.005
meta_validation,13,meta_validation:013,0,0,0.0,0.0
meta_validation,13,meta_validation:013,1,10,0.0,0.0
meta_validation,13,meta_validation:013,2,20,0.0,0.0
meta_validation,13,meta_validation:013,3,30,2.0,0.0
meta_validation,13,meta_validation:013,4,40,-1.0,0.0
meta_validation,13,meta_validation:013,5,50,0.0,0.0
meta_validation,13,meta_validation:013,6,60,0.0,0.0
meta_validation,13,meta_validation:013,7,70,0.0,0.0
meta_validation,13,meta_validation:013,8,80,0.0,0.0
meta_validation,13,meta_validation:013,9,90,0.0,0.0
meta_validation,13,meta_validation:013,10,100,0.0,0.0
meta_validation,13,meta_validation:013,11,110,0.0,0.0
meta_validation,13,meta_validation:013,12,120,0.0,0.0
meta_validation,13,meta_validation:013,13,130,0.0,0.0
meta_validation,13,meta_validation:013,14,140,0.0,0.0
meta_validation,13,meta_validation:013,15,150,0.0,0.0
meta_validation,13,meta_validation:013,16,160,0.0,0.0
meta_validation,13,meta_validation:013,17,170,0.0,0.0
meta_validation,13,meta_validation:013,18,180,0.0,0.0
meta_validation,13,meta_validation:013,19,190,0.0,0.0
meta_validation,13,meta_validation:013,20,200,0.0,0.0
meta_validation,13,meta_validation:013,21,210,0.0,0.0
meta_validation,13,meta_validation:013,22,220,0.0,0.0
meta_validation,13,meta_validation:013,23,230,0.0,0.0
meta_validation,14,meta_validation:014,0,0,0.0,0.0
meta_validation,14,meta_validation:014,1,10,0.0,0.0
meta_validation,14,meta_validation:014,2,20,0.0,0.0
meta_validation,14,meta_validation:014,3,30,0.0,0.0
meta_validation,14,meta_validation:014,4,40,-1.0,0.0
meta_validation,14,meta_validation:014,5,50,-3.0,0.0
meta_validation,14,meta_validation:014,6,60,0.0,0.0
meta_validation,14,meta_validation:014,7,70,1.0,0.0
meta_validation,14,meta_validation:014,8,80,2.0,0.0
meta_validation,14,meta_validation:014,9,90,1.0,0.0
meta_validation,14,meta_validation:014,10,100,0.0,0.0
meta_validation,14,meta_validation:014,11,110,0.0,0.0
meta_validation,14,meta_validation:014,12,120,0.0,0.0
meta_validation,14,meta_validation:014,13,130,0.0,0.0
meta_validation,14,meta_validation:014,14,140,0.0,0.0
meta_validation,14,meta_validation:014,15,150,0.0,0.0
meta_validation,14,meta_validation:014,16,160,1.0,0.0
meta_validation,14,meta_validation:014,17,170,0.0,0.0
meta_validation,14,meta_validation:014,18,180,0.0,0.0
meta_validation,14,meta_validation:014,19,190,0.0,0.0
meta_validation,14,meta_validation:014,20,200,0.0,0.0
meta_validation,14,meta_validation:014,21,210,0.0,0.0
meta_validation,14,meta_validation:014,22,220,0.0,0.0
meta_validation,14,meta_validation:014,23,230,0.0,0.0
meta_validation,15,meta_validation:015,0,0,0.0,0.0
meta_validation,15,meta_validation:015,1,10,0.0,0.0
meta_validation,15,meta_validation:015,2,20,0.0,0.0
meta_validation,15,meta_validation:015,3,30,0.0,0.0
meta_validation,15,meta_validation:015,4,40,0.0,0.0
meta_validation,15,meta_validation:015,5,50,0.0,0.0
meta_validation,15,meta_validation:015,6,60,0.0,0.0
meta_validation,15,meta_validation:015,7,70,0.0,0.0
meta_validation,15,meta_validation:015,8,80,0.0,0.0
meta_validation,15,meta_validation:015,9,90,0.0,0.0
meta_validation,15,meta_validation:015,10,100,0.0,0.0
meta_validation,15,meta_validation:015,11,110,0.0,0.0
meta_validation,15,meta_validation:015,12,120,0.0,0.0
meta_validation,15,meta_validation:015,13,130,0.0,0.0
meta_validation,15,meta_validation:015,14,140,0.0,0.0
meta_validation,15,meta_validation:015,15,150,0.0,0.0
meta_validation,15,meta_validation:015,16,160,0.0,0.0
meta_validation,15,meta_validation:015,17,170,0.0,0.0
meta_validation,15,meta_validation:015,18,180,0.0,0.0
meta_validation,15,meta_validation:015,19,190,0.0,0.0
meta_validation,15,meta_validation:015,20,200,0.0,0.0
meta_validation,15,meta_validation:015,21,210,0.0,0.0
meta_validation,15,meta_validation:015,22,220,0.0,0.005
meta_validation,15,meta_validation:015,23,230,0.0,0.0
